"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_min_vac_intro_8Dec2020","diff_intro_F40","diff_intro_F70","diff_min_vac_intro_8Dec2020_clean","V1_date_group","V1_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes"
"183",336,"Embi","Test-negative case-control","22May2023","Ad26.COV2.S (Janssen)","included","1","final","14-149","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",77,71,82,NA,"delta","~46 weeks",NA,NA,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta","yes",NA
"184",336,"Embi","Test-negative case-control","22May2023","Ad26.COV2.S (Janssen)","included","1","final","150+","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",69,65,73,NA,"delta","~46 weeks",NA,NA,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","Janssen Ad26.COV2.S","Vectored","delta","yes",NA
"185",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","Ad26.COV2.S (Janssen)","excluded","1","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",73,23,91,NA,"delta","~22 weeks",NA,NA,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,71,251,527,71,"feb/2021","60-89","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","Janssen Ad26.COV2.S","Vectored","delta","yes",NA
"186",49,"Nasreen","Test-negative case-control","07Feb2022","mRNA-1273 (Moderna)","unknown","2","final","14+","hospitalization or death","severe","Canada","general pop","general pop",98,93,100,"delta","delta","~25 weeks",NA,NA,"Canada","CAN",49,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,6,207,288,6,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-02-07,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"187",74,"Tang","Test-negative case-control","02Nov2021","mRNA-1273 (Moderna)","included","2","final","14+","severe, critical, fatal disease","severe","Qatar","general pop","general pop",96.1,71.4,99.5,"delta","delta","~25 weeks",NA,NA,"Qatar","QAT",74,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,51,123,200,51,"jan/2021","30-59","before Jun/2021","<180","yes","yes","yes",2021-11-02,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"188",92,"Grannis","Test-negative case-control","10Sept2021","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",95,92,97,NA,"delta","4 weeks",NA,NA,"USA","USA",92,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2021-09-10,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"189",95,"Andrews","Test-negative case-control","12Jan2022","mRNA-1273 (Moderna)","excluded","2","final","14-69","hospitalization","severe","UK",">= 16 years","general pop",100,NA,NA,"delta","delta","~7 weeks",NA,NA,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"190",104,"Bruxvoort","Test-negative case-control","15Dec2021","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",97.5,92.7,99.2,"delta","delta","~25 weeks",NA,NA,"USA","USA",104,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2021-12-15,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"191",114,"Skowronski","Test-negative case-control","19Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","Canada",">= 18 years","general pop",97,97,98,"delta","delta","~38 weeks",NA,NA,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,6,207,288,6,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"192",114,"Skowronski","Test-negative case-control","19Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14-27","hospitalization","severe","Canada",">= 18 years","general pop",98,94,100,"delta","delta","~38 weeks",NA,NA,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,6,207,288,6,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"193",114,"Skowronski","Test-negative case-control","19Apr2022","mRNA-1273 (Moderna)","excluded","2","final","196-223","hospitalization","severe","Canada",">= 18 years","general pop",95,80,99,"delta","delta","~38 weeks",NA,NA,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,6,207,288,6,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"194",159,"Tseng","Test-negative case-control","21Feb2022","mRNA-1273 (Moderna)","included","2","final","14+","Hospitalization","severe","USA",">= 18 years","general pop",99,93.3,99.9,"delta","delta","~47.5 weeks",NA,NA,"USA","USA",159,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-02-21,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"195",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","intubation","severe","Greece","15-59 years","15-59 years",99.4,98.2,99.8,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"196",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","6 months","intubation","severe","Greece","15-59 years","15-59 years",97.3,93.1,98.9,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"197",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","intubation","severe","Greece","60-79 years","60-79 years",98.9,97.3,99.5,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"198",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","6 months","intubation","severe","Greece","60-79 years","60-79 years",95.1,93,96.5,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"199",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","intubation","severe","Greece",">= 80 years",">= 80 years",97.9,90.2,99.5,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"200",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","6 months","intubation","severe","Greece",">= 80 years",">= 80 years",90.6,67,97.3,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"201",178,"Lauring","Test-negative case-control","09Mar2022","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",88,86,90,"delta","delta","~27 weeks",NA,NA,"USA","USA",178,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-03-09,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"202",194,"Smid","Retrospective cohort","15Oct2022","mRNA-1273 (Moderna)","included","2","final","14-74","hospitalization","severe","Czech Republic","all ages","general pop",100,NA,NA,NA,"delta","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,15,205,NA,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"203",194,"Smid","Retrospective cohort","15Oct2022","mRNA-1273 (Moderna)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",82,78,85,NA,"delta","~54 weeks",NA,NA,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,15,205,NA,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"204",203,"Baum","Retrospective cohort","05Nov2022","mRNA-1273 (Moderna)","excluded","2","final","14-90","hospitalization","severe","Finland",">= 70 years",">= 70 years",92,42,99,NA,"delta","~48.5 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,15,235,312,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"205",203,"Baum","Retrospective cohort","05Nov2022","mRNA-1273 (Moderna)","excluded","2","final","181+","hospitalization","severe","Finland",">= 70 years",">= 70 years",87,70,94,NA,"delta","~48.5 weeks",NA,NA,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,15,235,312,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"206",218,"Starrfelt","Retrospective cohort","30Mar2022","mRNA-1273 (Moderna)","excluded","2","final","18-25 weeks","hospitalization","severe","Norway",">= 18 years","general pop",95.3,91.5,97.4,NA,"delta","~23 weeks",NA,NA,"Norway","NOR",218,"NOR",82430,2019,"Norway","Europe & Central Asia","High income",4,"Europe",2020-12-28,2021-08-12,2021-11-18,2020-12-23,2020-12-23,5,15,232,330,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-03-30,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"207",218,"Starrfelt","Retrospective cohort","30Mar2022","mRNA-1273 (Moderna)","excluded","2","final","26-33 weeks","hospitalization","severe","Norway",">= 18 years","general pop",91.1,84.9,94.8,NA,"delta","~31 weeks",NA,NA,"Norway","NOR",218,"NOR",82430,2019,"Norway","Europe & Central Asia","High income",4,"Europe",2020-12-28,2021-08-12,2021-11-18,2020-12-23,2020-12-23,5,15,232,330,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-03-30,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"208",230,"Plumb","Test-negative case-control","12Apr2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","USA","hospitalized adults","general pop",44,29.9,55.2,NA,"delta","~55 weeks",NA,NA,"USA","USA",230,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-04-12,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"209",235,"Voko","Retrospective cohort","22Jul2022","mRNA-1273 (Moderna)","included","2","final","14-120","hospitalization","severe","Hungary","18-64 years","18-64 years",84.9,75.4,90.8,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,15,164,NA,15,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"210",235,"Voko","Retrospective cohort","22Jul2022","mRNA-1273 (Moderna)","included","2","final","240+","hospitalization","severe","Hungary","18-64 years","18-64 years",42.5,-4,68.2,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,15,164,NA,15,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"211",310,"Penayo","Test-negative case-control","01Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",76.1,-127.4,97.5,NA,"delta","~37 weeks",NA,NA,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,76,291,NA,76,"feb/2021","60-89","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"212",311,"Monge","Case cohort","02Sept2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","Spain","50-59 years","50-59 years",98,97,99,NA,"delta","~21 weeks",NA,NA,"Spain","ESP",311,"ESP",30370,2019,"Spain","Europe & Central Asia","High income",4,"Europe",2021-01-04,2021-07-04,2021-08-31,2020-12-30,2020-12-30,5,22,186,244,22,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-09-02,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"213",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~24 weeks","hospitalization","severe","USA",">=5 years","general pop",89.8,88.1,91.3,NA,"delta","~24 weeks",NA,"Note: this study includes additional VE estimates for individuals vaccinated during different time periods","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"214",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~37 weeks","hospitalization","severe","USA",">=5 years","general pop",72.7,67.8,77,NA,"delta","~37 weeks",NA,"Note: this study includes additional VE estimates for individuals vaccinated during different time periods","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"215",336,"Embi","Test-negative case-control","22May2023","mRNA-1273 (Moderna)","included","2","final","14-149","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",95,92,95,NA,"delta","~46 weeks",NA,NA,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"216",336,"Embi","Test-negative case-control","22May2023","mRNA-1273 (Moderna)","included","2","final","150+","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",89,88,90,NA,"delta","~46 weeks",NA,NA,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,5,152,NA,5,"before jan/2021","<30","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA
"217",387,"Altarawneh","Test-negative case-control","27Jul2023","mRNA-1273 (Moderna)","excluded","2","final","14+","severe, critical or fatal disease","severe","Qatar","all ages","general pop",97.9,91.2,99.5,NA,"delta","~48 weeks",NA,NA,"Qatar","QAT",387,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,51,123,200,51,"jan/2021","30-59","before Jun/2021","<180","yes","yes","yes",2023-07-27,"severe","2023 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA
"218",43,"Stowe","Test-negative case-control","14June2021","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization","severe","UK","hospital patients","general pop",92,75,97,"delta","delta","~20 weeks",NA,NA,"UK","GBR",43,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2021-06-14,"severe","2021 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"219",49,"Nasreen","Test-negative case-control","07Feb2022","AZD1222 (AstraZeneca)","unknown","2","final","14+","hospitalization or death","severe","Canada","general pop","general pop",90,67,97,"delta","delta","~3 weeks",NA,NA,"Canada","CAN",49,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,6,207,288,6,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-02-07,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"220",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","14+","hospitalization","severe","UK",">= 16 years","general pop",92.5,92,93,"delta","delta","~20.5 weeks",NA,NA,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"221",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","14-69","hospitalization","severe","UK",">= 16 years","general pop",95.2,94.6,95.6,"delta","delta","~8 weeks",NA,NA,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"222",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","140+","hospitalization","severe","UK",">= 16 years","general pop",77,70.3,82.3,"delta","delta","~20.5 weeks",NA,NA,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"223",114,"Skowronski","Test-negative case-control","19Apr2022","AZD1222 (AstraZeneca)","excluded","2","final","14+","Hospitalization","severe","Canada",">= 18 years","general pop",95,93,97,"delta","delta","~38 weeks",NA,NA,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,6,207,288,6,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"224",114,"Skowronski","Test-negative case-control","19Apr2022","AZD1222 (AstraZeneca)","excluded","2","final","28-55","Hospitalization","severe","Canada",">= 18 years","general pop",89,67,97,"delta","delta","~38 weeks",NA,NA,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,6,207,288,6,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"225",114,"Skowronski","Test-negative case-control","19Apr2022","AZD1222 (AstraZeneca)","excluded","2","final","168-195","Hospitalization","severe","Canada",">= 18 years","general pop",91,34,99,"delta","delta","~38 weeks",NA,NA,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,6,207,288,6,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"226",146,"Katikireddi","Retrospective cohort","20Dec2021","AZD1222 (AstraZeneca)","excluded","2","final","14-27","severe disease","severe","Scotland",">= 18 years","general pop",83.7,79.7,87,NA,"delta","~20 weeks",NA,NA,"UK","GBR",146,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2021-12-20,"severe","2021 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"227",146,"Katikireddi","Retrospective cohort","20Dec2021","AZD1222 (AstraZeneca)","excluded","2","final","140-153","severe disease","severe","Scotland",">= 18 years","general pop",53.6,48.4,58.3,NA,"delta","~20 weeks",NA,NA,"UK","GBR",146,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,13,165,367,13,"before jan/2021","<30","Jun-Aug/2021","<180","yes","yes","yes",2021-12-20,"severe","2021 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"228",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","intubation","severe","Greece","15-59 years","15-59 years",97.8,95.3,99,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"229",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","6 months","intubation","severe","Greece","15-59 years","15-59 years",92.4,84,96.4,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
"230",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","intubation","severe","Greece","60-79 years","60-79 years",97.2,95.3,98.3,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,15,198,397,15,"before jan/2021","<30","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA
